timestamp;open;high;low;close
2022-05-01;35768.542969;36635.972656;35647.636719;36515.671875
2022-05-02;36518.609375;37167.527344;36357.863281;36660.191406
2022-05-03;36659.035156;36719.820313;35711.640625;35865.914063
2022-05-04;35863.59375;37683.828125;35831.230469;37377.128906
2022-05-05;37374.65625;37479.4375;34032.960938;34702.277344
2022-05-06;34700.414063;34757.800781;33570.816406;34167.515625
2022-05-07;34169.015625;34251.890625;33124.601563;33656.5625
2022-05-08;33657.496094;33657.496094;32143.244141;32338.113281
2022-05-09;32338.826172;32533.076172;28681.095703;28681.095703
2022-05-10;28659.039063;30856.837891;28347.607422;29463.818359
2022-05-11;29457.433594;30325.943359;26794.289063;27527.039063
2022-05-12;27527.398438;28532.648438;25197.892578;27988.466797
2022-05-13;27972.240234;29749.226563;27733.041016;28124.664063
2022-05-14;28127.103516;28998.375;27567.421875;28910.460938
2022-05-15;28907.886719;30108.962891;28359.623047;30106.001953
2022-05-16;30105.291016;30106.222656;28059.666016;28606.675781
2022-05-17;28606.185547;29153.964844;28087.5;28842.556641
2022-05-18;28841.25;28996.382813;27422.689453;27422.689453
2022-05-19;27422.773438;28738.650391;27379.529297;28653.017578
2022-05-20;28649.978516;28987.601563;27297.951172;27637.302734
2022-05-21;27636.46875;28004.650391;27473.238281;27856.394531
2022-05-22;27856.628906;28770.267578;27707.759766;28690.759766
2022-05-23;28677.205078;28839.826172;27123.064453;27236.609375
2022-05-24;27238.681641;27733.650391;26835.779297;27630.464844
2022-05-25;27628.181641;28148.824219;27579.449219;27662.0625
2022-05-26;27664.322266;27900.90625;26415.78125;27268.742188
2022-05-27;27253.755859;27332.509766;26394.171875;26674.601563
2022-05-28;26669.990234;26849.146484;26606.574219;26849.146484
2022-05-29;27040.132813;27486.480469;26873.566406;27443.308594
2022-05-30;27440.892578;29631.015625;27310.224609;29448.53125
2022-05-31;29446.1875;30046.552734;29248.611328;29616.634766
2022-06-01;29616.861328;29788.951172;27699.986328;27979.697266
2022-06-02;27975.763672;28473.605469;27821.353516;28337.810547
2022-06-03;28338.107422;28471.873047;27401.083984;27708.939453
2022-06-04;27710.570313;27922.912109;27518.285156;27831.8125
2022-06-05;27833.867188;28097.535156;27590.683594;27881.742188
2022-06-06;27885.119141;29626.507813;27865.507813;29346.384766
2022-06-07;29347.384766;29415.992188;27457.542969;29123.798828
2022-06-08;29120.060547;29219.076172;28037.962891;28192.894531
2022-06-09;28193.755859;28560.138672;28284.824219;28356.046875
2022-06-10;28354.476563;28450.841797;27545.003906;27648.169922
2022-06-11;27648.988281;27950.578125;26840.496094;26958.935547
2022-06-12;26971.011719;27093.796875;25513.984375;25513.984375
2022-06-13;25490.082031;25545.84375;21262.470703;21592.951172
2022-06-14;21593.527344;22084.058594;20144.820313;21274.751953
2022-06-15;21265.111328;21666.794922;19254.548828;21586.835938
2022-06-16;21590.150391;21868.658203;19215.791016;19324.800781
2022-06-17;19328.658203;20222.208984;19288.179688;19498.513672
2022-06-18;19500.363281;19750.498047;16871.785156;18118.945313
2022-06-19;18112.523438;19728.083984;17213.371094;19593.433594
2022-06-20;19593.527344;19867.447266;18762.990234;19581.447266
2022-06-21;19576.462891;20469.611328;19389.306641;19665.748047
2022-06-22;19674.119141;19716.912109;18783.962891;18918.742188
2022-06-23;18918.34375;20078.339844;18883.224609;20044.783203
2022-06-24;20043.615234;20341.917969;19733.669922;20113.363281
2022-06-25;20115.214844;20387.386719;19860.359375;20369.789063
2022-06-26;20364.251953;20636.353516;19896.689453;19901.283203
2022-06-27;19902.175781;20292.884766;19475.283203;19598.34375
2022-06-28;19594.626953;19982.814453;19223.582031;19272.830078
2022-06-29;19273.337891;19340.898438;18932.667969;19245.863281
2022-06-30;19249.96875;19290.115234;17866.332031;18881.335938
2022-07-01;18915.447266;19707.171875;18245.089844;18476.548828
2022-07-02;18481.792969;18574.716797;18244.230469;18450.552734
2022-07-03;18450.398438;18762.560547;18186.574219;18496.458984
2022-07-04;18496.6875;19415.78125;18274.808594;19391.966797
2022-07-05;19386.304688;20098.140625;18851.300781;19685.341797
2022-07-06;19689.734375;20225.490234;19312.757813;20175.707031
2022-07-07;20175.283203;21416.761719;19885.148438;21278.945313
2022-07-08;21278.519531;21904.480469;20942.013672;21332.742188
2022-07-09;21318.714844;21476.087891;21052.808594;21196.376953
2022-07-10;21195.273438;21195.273438;20347.154297;20517.044922
2022-07-11;20513.015625;20513.015625;19834.201172;19879.431641
2022-07-12;19879.349609;20018.130859;19244.058594;19265.537109
2022-07-13;19267.589844;20127.4375;18968.603516;20142.341797
2022-07-14;20141.736328;20739.707031;19781.679688;20515.224609
2022-07-15;20518.453125;20966.388672;20357.714844;20669.638672
2022-07-16;20667.431641;21342.289063;20354.748047;21020.792969
2022-07-17;21025.480469;21427.835938;20576.527344;20577.681641
2022-07-18;20580.222656;22271.199219;20580.222656;22160.568359
2022-07-19;22142.988281;23139.166016;21324.611328;22862.421875
2022-07-20;22866.095703;23725.611328;22458.470703;22818.695313
2022-07-21;22820.138672;22961.90625;22032.90625;22665.824219
2022-07-22;22664.966797;23141.558594;22134.257813;22243.416016
2022-07-23;22235.585938;22500.203125;21544.017578;21996.9375
2022-07-24;21996.96875;22490.054688;21841.609375;22166.929688
2022-07-25;22164.958984;22215.074219;20894.015625;20894.072266
2022-07-26;20893.505859;20893.505859;20541.041016;20970.222656
2022-07-27;20974.580078;22515.351563;20771.896484;22469.162109
2022-07-28;22472.193359;23648.152344;22385.816406;23394.453125
2022-07-29;23395.753906;23731.828125;23115.078125;23277.884766
2022-07-30;23270.242188;24028.837891;23058.71875;23132.742188
2022-07-31;23128.697266;23587.878906;22783.910156;22855.736328
2022-08-01;22855.5625;22842.21875;22334.984375;22720.060547
2022-08-02;22714.441406;22972.824219;22182.369141;22626.390625
2022-08-03;22629.527344;23139.238281;22382.734375;22494.580078
2022-08-04;22496.259766;22800.652344;21947.751953;22084.509766
2022-08-05;22080.486328;22891.902344;22081.130859;22861.046875
2022-08-06;22863.117188;22897.609375;22539.021484;22539.021484
2022-08-07;22541.207031;22955.015625;22473.525391;22783.662109
2022-08-08;22787.236328;23732.878906;22792.974609;23347.226563
2022-08-09;23349.183594;23441.267578;22445.599609;22691.765625
2022-08-10;22690.375;23377.703125;22313.289063;23252.611328
2022-08-11;23253.292969;23987.421875;23155.046875;23212.164063
2022-08-12;23211.845703;23788.019531;22995.40625;23778.521484
2022-08-13;23777.90625;24224.056641;23723.267578;23799.226563
2022-08-14;23804.087891;24335.980469;23586.990234;23717.820313
2022-08-15;23716.826172;24529.923828;23463.201172;23753.242188
2022-08-16;23742.580078;23855.394531;23320.537109;23484.271484
2022-08-17;23482.330078;24013.03125;22837.875;22928.550781
2022-08-18;22933.503906;23180.542969;22957.160156;23007.748047
2022-08-19;23008.316406;23008.316406;20793.990234;20802.666016
2022-08-20;20797.970703;21274.220703;20779.853516;21088.042969
2022-08-21;21082.396484;21584.640625;21025.410156;21450.439453
2022-08-22;21447.792969;21447.792969;20929.886719;21531.794922
2022-08-23;21533.945313;21639.40625;21131.224609;21600.099609
2022-08-24;21598.460938;21851.169922;21305.326172;21463.269531
2022-08-25;21463.708984;21791.402344;21405.037109;21664.152344
2022-08-26;21659.318359;21725.210938;20272.464844;20333.21875
2022-08-27;20335.689453;20414.265625;19960.378906;20112.125
2022-08-28;20111.417969;20209.783203;19742.873047;19742.873047
2022-08-29;19741.201172;20360.416016;19721.193359;20276.195313
2022-08-30;20276.810547;20545.109375;19573.501953;19750.1875
2022-08-31;19752.953125;20346.310547;19752.953125;19973.794922
2022-09-01;19974.527344;20143.310547;19757.466797;20224.716797
2022-09-02;20223.644531;20370.679688;19897.353516;20064.068359
2022-09-03;20064.015625;20131.625;19791.371094;19925.734375
2022-09-04;19926.121094;20170.126953;19729.541016;20172.349609
2022-09-05;20174.445313;20188.324219;19844.910156;19910.027344
2022-09-06;19915.40625;20225.146484;18984.921875;19033.146484
2022-09-07;19033.162109;19408.599609;18860.371094;19297.730469
2022-09-08;19297.347656;19418.828125;19196.421875;19310.755859
2022-09-09;19309.0625;21123.392578;19285.066406;21065.994141
2022-09-10;21061.816406;21435.525391;20852.798828;21356.978516
2022-09-11;21355.013672;21618.072266;21087.466797;21616.785156
2022-09-12;21617.669922;22140.179688;21431.626953;22084.777344
2022-09-13;22085.796875;22291.380859;20126.269531;20340.894531
2022-09-14;20228.498047;20493.400391;19821.5625;20277.402344
2022-09-15;20278.605469;20385.480469;19641.564453;19725.560547
2022-09-16;19728.359375;19931.375;19388.628906;19740.730469
2022-09-17;19745.173828;20130.029297;19745.173828;20095.130859
2022-09-18;20094.789063;20094.789063;19366.726563;19376.414063
2022-09-19;19375.482422;19583.664063;18436.146484;19485.476563
2022-09-20;19486.935547;19509.816406;18884.794922;18945.289063
2022-09-21;18945.785156;19916.292969;18590.478516;18865.097656
2022-09-22;18852.128906;19772.287109;18761.455078;19731.429688
2022-09-23;19730.257813;19809.197266;19130.355469;19910.898438
2022-09-24;19910.230469;19923.855469;19465.40625;19542.84375
2022-09-25;19542.121094;19746.890625;19321.361328;19412.433594
2022-09-26;19414.294922;19895.716797;19417.287109;19982.449219
2022-09-27;19981.583984;21130.902344;19736.34375;19915.501953
2022-09-28;19909.326172;20217.232422;19419.699219;20014.087891
2022-09-29;20015.179688;20224.664063;19460.669922;19912.349609
2022-09-30;19912.736328;20503.761719;19770.923828;19824.3125
2022-10-01;19823.613281;19864.472656;19616.761719;19699.398438
2022-10-02;19699.148438;19758.78125;19366.669922;19441.177734
2022-10-03;19441.136719;19983.035156;19439.347656;19955.748047
2022-10-04;19955.753906;20408.285156;19902.173828;20369.748047
2022-10-05;20368.802734;20377.84375;20091.798828;20339.480469
2022-10-06;20339.806641;20584.394531;20323.841797;20384.904297
2022-10-07;20387.066406;20428.861328;19867.556641;20070.548828
2022-10-08;20070.013672;20126.863281;19804.421875;19924.640625
2022-10-09;19925.576172;20053.908203;19855.570313;19975.679688
2022-10-10;19975.669922;20015.492188;19685.085938;19710.349609
2022-10-11;19707.791016;19779.984375;19518.183594;19639.001953
2022-10-12;19640.267578;19777.720703;19629.386719;19739.679688
2022-10-13;19739.185547;19898.964844;18991.757813;19844.625
2022-10-14;19844.246094;20295.064453;19663.025391;19735.287109
2022-10-15;19735.0625;19762.943359;19564.113281;19613.884766
2022-10-16;19615.199219;19917.214844;19615.199219;19782.628906
2022-10-17;19783.109375;20058.757813;19695.789063;19860.890625
2022-10-18;19860.595703;19928.232422;19441.207031;19603.666016
2022-10-19;19604.285156;19620.416016;19586.103516;19598.539063
2022-10-20;19597.054688;19631.408203;19433.962891;19484.068359
2022-10-21;19483.519531;19505.035156;19323.474609;19443.509766
2022-10-22;19443.419922;19525.625;19402.714844;19485.171875
2022-10-23;19484.710938;19933.865234;19399.96875;19839.810547
2022-10-24;19840.583984;19888.447266;19460.154297;19572.322266
2022-10-25;19571.707031;20418.166016;19516.314453;20170.089844
2022-10-26;20166.457031;20804.611328;20164.111328;20577.941406
2022-10-27;20580.28125;20681.226563;20317.232422;20353.023438
2022-10-28;20355.150391;20853.308594;20212.369141;20667.621094
2022-10-29;20667.371094;21062.042969;20638.652344;20891.527344
2022-10-30;20891.033203;20990.404297;20642.824219;20729.804688
2022-10-31;20727.888672;20932.070313;20524.050781;20732.398438
2022-11-01;20731.511719;20795.619141;20557.275391;20739.085938
2022-11-02;20736.744141;20820.451172;20464.150391;20541.525391
2022-11-03;20544.771484;20741.554688;20610.130859;20729.242188
2022-11-04;20727.994141;21374.083984;20690.943359;21184.300781
2022-11-05;21181.898438;21482.273438;21134.619141;21317.808594
2022-11-06;21320.177734;21380.595703;21070.984375;21077.324219
2022-11-07;21075.445313;21195.945313;20450.919922;20566.699219
2022-11-08;20564.560547;20635.365234;17499.066406;18392.849609
2022-11-09;18395.318359;18456.923828;15661.395508;15849.860352
2022-11-10;15852.233398;17705.773438;15809.522461;17255.771484
2022-11-11;17252.318359;17331.992188;16080.84375;16424.142578
2022-11-12;16426.630859;16455.363281;16053.459961;16213.078125
2022-11-13;16213.59668;16330.417969;15796.938477;15835.814453
2022-11-14;15834.519531;16582.339844;15410.023438;16103.035156
2022-11-15;16102.342773;16423.699219;16029.814453;16301.791016
2022-11-16;16301.527344;16369.05957;15789.336914;16038.634766
2022-11-17;16039.583984;16101.672852;15869.745117;16106.125
2022-11-18;16106.504883;16340.963867;16029.243164;16141.691406
2022-11-19;16140.185547;16236.895508;16017.025391;16153.449219
2022-11-20;16154.775391;16187.504883;15737.996094;15770.038086
2022-11-21;15769.448242;15769.448242;15234.93457;15408.910156
2022-11-22;15404.046875;15811.793945;15273.316406;15701.486328
2022-11-23;15707.129883;16013.544922;15683.867188;15944.168945
2022-11-24;15945.0625;16096.625;15832.670898;15953.935547
2022-11-25;15951.826172;15952.632813;15741.800781;15865.791992
2022-11-26;15865.538086;16003.521484;15762.862305;15809.00293
2022-11-27;15808.621094;15989.207031;15855.138672;15862.076172
2022-11-28;15857.827148;15875.421875;15460.833984;15678.680664
2022-11-29;15678.987305;15928.067383;15593.771484;15928.907227
2022-11-30;15929.385742;16487.519531;15929.385742;16471.539063
2022-12-01;16470.998047;16385.826172;16049.254883;16116.961914
2022-12-02;16118.433594;16218.266602;16131.018555;16218.266602
2022-12-03;16219.631836;16244.251953;16026.710938;16045.78125
2022-12-04;16045.71875;16281.863281;16041.229492;16247.135742
2022-12-05;16245.625977;16424.753906;16136.50293;16171.797852
2022-12-06;16172.191406;16330.746094;16182.046875;16326.098633
2022-12-07;16326.100586;16359.901367;16019.413086;16027.472656
2022-12-08;16026.732422;16356.066406;15977.717773;16326.217773
2022-12-09;16324.961914;16367.995117;16236.149414;16244.917969
2022-12-10;16245.931641;16332.431641;16241.229492;16248.855469
2022-12-11;16249.791992;16376.317383;16243.125977;16257.107422
2022-12-12;16255.499023;16329.62793;16076.055664;16322.681641
2022-12-13;16322.683594;16820.679688;16218.597656;16736.257813
2022-12-14;16736.960938;17154.388672;16621.232422;16687.332031
2022-12-15;16685.453125;16720.275391;16294.892578;16322.27832
2022-12-16;16321.979492;16452.953125;15649.158203;15708.399414
2022-12-17;15707.926758;15857.841797;15674.422852;15852.651367
2022-12-18;15853.140625;15875.103516;15760.838867;15832.535156
2022-12-19;15833.540039;15861.481445;15459.555664;15491.15918
2022-12-20;15493.145508;15982.21875;15492.875;15911.115234
2022-12-21;15909.442383;15921.787109;15786.716797;15853.267578
2022-12-22;15854.064453;15839.223633;15677.452148;15875.791992
2022-12-23;15875.133789;15921.419922;15859.444336;15746.62207
2022-12-24;15746.644531;15809.933594;15743.412109;15794.045898
2022-12-25;15793.811523;15806.043945;15777.098633;15857.25293
2022-12-26;15857.5;15903.123047;15816.237305;15902.823242
2022-12-27;15902.34082;15935.183594;15632.481445;15716.216797
2022-12-28;15715.489258;15743.266602;15546.357422;15573.189453
2022-12-29;15572.955078;15637.797852;15534.274414;15611.149414
2022-12-30;15610.200195;15611.368164;15346.84668;15478.65625
2022-12-31;15479.671875;15502.722656;15398.803711;15426.75
2023-01-01;15427.140625;15541.694336;15402.266602;15528.423828
2023-01-02;15528.825195;15699.348633;15475.975586;15630.739258
2023-01-03;15631.091797;15727.685547;15769.708984;15817.341797
2023-01-04;15817.671875;16002.794922;15783.755859;15899.841797
2023-01-05;15900.061523;15902.21582;15902.749023;16002.543945
2023-01-06;16002.293945;15960.681641;15921.389648;15896.708984
2023-01-07;15896.847656;15945.719727;15861.756836;15900.098633
2023-01-08;15899.224609;16028.553711;15871.001953;16028.553711
2023-01-09;16031.224609;16171.895508;16031.224609;16022.666016
2023-01-10;16019.307617;16285.391602;16004.180664;16246.458984
2023-01-11;16246.521484;16659.367188;16120.833008;16659.367188
2023-01-12;16829.070313;17534.818359;16727.800781;17375.474609
2023-01-13;17374.847656;18406.226563;17274.234375;18355.751953
2023-01-14;18356.638672;19435.728516;18354.142578;19344.574219
2023-01-15;19345.666016;19360.666016;19003.990234;19293.441406
2023-01-16;19294.757813;19744.132813;19136.066406;19544.503906
2023-01-17;19550.228516;19730.427734;19381.396484;19613.130859
2023-01-18;19612.697266;19814.521484;18990.412109;19160.003906
2023-01-19;19158.119141;19531.640625;19156.855469;19464.439453
2023-01-20;19463.126953;20863.353516;19292.685547;20848.822266
2023-01-21;20849.626953;21404.371094;20697.378906;20940.359375
2023-01-22;20940.691406;21196.951172;20597.898438;20912.847656
2023-01-23;20913.466797;21279.791016;20856.548828;21096.007813
2023-01-24;21091.587891;21263.072266;20715.773438;20786.662109
2023-01-25;20789.232422;21735.681641;20572.832031;21168.353516
2023-01-26;21160.199219;21293.226563;21082.175781;21143.859375
2023-01-27;21141.96875;21539.572266;20805.501953;21228.644531
2023-01-28;21229.78125;21304.910156;21070.457031;21182.890625
2023-01-29;21183.220703;22008.570313;21140.564453;21867.869141
2023-01-30;21867.945313;21884.201172;20880.775391;21050.042969
2023-01-31;21050.648438;21380.955078;20969.888672;21305.564453
2023-02-01;21304.230469;21628.203125;20978.027344;21541.990234
2023-02-02;21539.314453;21932.177734;21521.570313;21524.574219
2023-02-03;21522.320313;21859.978516;21548.533203;21701.173828
2023-02-04;21698.398438;21789;21555.392578;21580.792969
2023-02-05;21581.162109;21635.337891;21170.566406;21276.367188
2023-02-06;21274.84375;21532.833984;21155.503906;21213.240234
2023-02-07;21210.591797;21693.798828;21207.398438;21680.203125
2023-02-08;21679.386719;21783.050781;21200.021484;21407.873047
2023-02-09;21414.560547;21459.908203;20272.855469;20316.777344
2023-02-10;20316.746094;20457.697266;20174.65625;20256.523438
2023-02-11;20257.138672;20481.275391;20225.896484;20462.0625
2023-02-12;20462.087891;20617.125;20302.173828;20405.873047
2023-02-13;20404.744141;20494.046875;20022.113281;20322.708984
2023-02-14;20316.857422;20710.349609;20187.177734;20698.390625
2023-02-15;20698.185547;22735.5625;20591.498047;22735.5625
2023-02-16;22735.101563;23541.443359;22128.710938;22149.275391
2023-02-17;22147.220703;23301.111328;22003.044922;22923.21875
2023-02-18;22922.933594;23140.810547;22832.443359;22993.785156
2023-02-19;22992.619141;23415.359375;22770.064453;22770.064453
2023-02-20;22778.470703;23408.191406;22409.277344;23243.0625
2023-02-21;23246.712891;23534.990234;22724.408203;22941.826172
2023-02-22;22942.826172;22972.332031;22263.158203;22807.732422
2023-02-23;22809.501953;23132.164063;22337.939453;22597.166016
2023-02-24;22595.763672;22725.429688;21807.943359;21916.640625
2023-02-25;21918.527344;21926.546875;21623.605469;21920.429688
2023-02-26;21919.269531;22421.40625;21834.210938;22325.521484
2023-02-27;22325.746094;22517.220703;21880.150391;22171.482422
2023-02-28;22170.509766;22221.9375;21816.548828;21885.335938
2023-03-01;21888.71875;22427.162109;21846.828125;22164.501953
2023-03-02;22164.943359;22244.996094;21932.421875;22150.041016
2023-03-03;22151.142578;22156.498047;20890.90625;21014.589844
2023-03-04;21014.818359;21054.525391;20860.759766;21005.822266
2023-03-05;21006.568359;21250.464844;20962.402344;21114.173828
2023-03-06;21115.400391;21145.71875;20982.525391;20988.779297
2023-03-07;20987.4375;21080.257813;20865.443359;21064.697266
2023-03-08;21061.542969;21122.982422;20579.210938;20587.609375
2023-03-09;20589.505859;20665.291016;19103.751953;19235.703125
2023-03-10;20589.505859;20665.945313;19103.751953;19235.703125
2023-03-11;19239.464844;19235.544922;18531.486328;18943.587891
2023-03-12;18944.183594;19511.582031;18832.310547;19379.527344
2023-03-13;19375.412109;20769.537109;19207.072266;20749.800781
2023-03-14;20742.740234;22875.21875;20541.517578;22565.941406
2023-03-15;22569.888672;24711.398438;22474.365234;23069.601563
2023-03-16;23092.769531;23923.964844;22718.160156;23035.966797
2023-03-17;23033.599609;23726.84375;22874.439453;23604.212891
2023-03-18;23606.410156;25844.054688;23514.158203;25505.626953
2023-03-19;25528.121094;25752.558594;24719.275391;25025.171875
2023-03-20;25028.535156;26626.992188;24971.195313;26251.658203
2023-03-21;26254.398438;26762.228516;25536.767578;25905.304688
2023-03-22;25906.382813;26409.886719;25616.035156;26153.638672
2023-03-23;26137.769531;26538.818359;24628.964844;25124.207031
2023-03-24;25119.166016;26349.546875;24972.431641;26151.009766
2023-03-25;26141.908203;26205.140625;25123.587891;25512.394531
2023-03-26;25506.875;25789.423828;25236.746094;25513.712891
2023-03-27;25514.470703;26134.214844;25467.630859;25974.146484
2023-03-28;25973.904297;26039.523438;24684.330078;25114.818359
2023-03-29;25108.341797;25314.554688;24660.628906;25156.841797
2023-03-30;25155.828125;26415.523438;25131.771484;26145.060547
2023-03-31;26146.626953;26917.972656;25434.826172;25708.375
